med_rent,total_pct_div,pct_work_mom,male_pct_nev_marr,male_pct_divorce,per_cap_inc,pct_unemployed,pct_vacant_boarded,own_occ_hi_quart,rent_median,Percentviolent_crimes_per_pop,is_this_the_id_col,or_maybe_this_is_the_id_col
0.19,0.83,0.5,0.43,0.85,0.21,0.5,0.25,0.09,0.19,0.16,1423,1423
0.13,0.69,0.51,0.37,0.66,0.2,0.56,0.4,0.05,0.14,0.07,1424,1424
0.15,0.89,0.11,0.37,0.88,0.19,0.69,0.49,0.07,0.18,0.31,1425,1425
0.64,0.32,0.15,0.49,0.34,0.44,0.32,0.03,0.52,0.64,0.05,1426,1426
0.66,0.5,0.41,0.6,0.53,0.78,0.16,0.02,0.57,0.64,0.07,1427,1427
0.29,0.84,0.44,0.39,0.77,0.17,0.52,0.17,0.07,0.29,0.21,1428,1428
0.7,0.33,0.48,0.4,0.29,0.53,0.3,0.1,0.54,0.62,0.04,1429,1429
0.32,0.33,0.58,0.29,0.28,0.52,0.24,0.11,0.25,0.3,0.03,1430,1430
0.65,0.66,0.53,0.68,0.59,0.47,0.26,0.04,1.0,0.67,0.32,1431,1431
0.17,0.95,0.5,0.48,1.0,0.17,0.51,0.23,0.05,0.17,0.25,1432,1432
0.15,0.66,0.65,0.48,0.65,0.21,0.27,0.29,0.07,0.18,0.12,1433,1433
0.58,0.32,0.22,0.58,0.26,0.28,0.38,0.11,0.65,0.59,0.37,1434,1434
0.67,0.82,0.72,0.41,0.71,0.49,0.18,0.04,0.72,0.67,0.23,1435,1435
0.45,0.69,0.28,0.66,0.58,0.15,1.0,0.41,0.28,0.42,0.88,1436,1436
0.39,0.66,0.78,0.31,0.71,0.38,0.28,0.1,0.15,0.37,0.45,1437,1437
0.12,0.78,0.4,0.35,0.74,0.15,0.91,0.32,0.03,0.13,0.32,1438,1438
0.43,0.82,0.56,0.62,0.75,0.37,0.31,0.12,0.24,0.41,0.35,1439,1439
0.25,0.63,0.38,0.34,0.62,0.25,0.25,0.1,0.08,0.23,0.14,1440,1440
0.86,0.22,0.68,0.62,0.18,0.82,0.2,0.02,0.86,0.83,0.11,1441,1441
0.25,0.6,0.77,0.34,0.57,0.32,0.17,0.09,0.14,0.21,0.23,1442,1442
0.54,0.25,0.51,0.24,0.22,0.42,0.05,0.0,0.38,0.47,0.09,1443,1443
0.38,0.49,0.68,0.34,0.45,0.42,0.13,0.05,0.18,0.36,0.32,1444,1444
0.17,0.61,0.74,0.5,0.57,0.19,0.48,0.18,0.09,0.13,0.76,1445,1445
0.67,0.19,0.5,0.38,0.16,0.66,0.2,0.08,0.5,0.68,0.06,1446,1446
0.23,0.72,0.35,0.28,0.7,0.27,0.51,0.22,0.1,0.19,0.15,1447,1447
0.55,0.36,0.64,1.0,0.36,0.21,0.59,0.57,0.29,0.54,0.62,1448,1448
0.63,0.33,0.03,0.67,0.21,1.0,0.12,0.06,1.0,0.6,0.06,1449,1449
0.32,0.3,0.38,0.3,0.28,0.36,0.31,0.06,0.17,0.3,0.09,1450,1450
0.8,0.39,0.39,0.36,0.36,0.57,0.15,0.03,1.0,0.79,0.12,1451,1451
0.44,0.42,0.81,0.63,0.38,0.34,0.19,0.43,0.28,0.43,0.01,1452,1452
0.27,0.8,0.41,0.48,0.76,0.24,0.46,0.62,0.12,0.28,0.76,1453,1453
0.94,0.3,0.05,0.4,0.27,1.0,0.19,0.06,1.0,0.91,0.02,1454,1454
0.17,0.79,0.43,0.39,0.73,0.22,0.23,0.71,0.13,0.19,0.26,1455,1455
0.55,0.45,0.36,0.63,0.39,0.28,0.37,0.22,0.61,0.56,0.22,1456,1456
0.93,0.19,0.6,0.32,0.21,0.74,0.2,0.08,0.62,0.63,0.03,1457,1457
0.23,0.48,0.91,0.4,0.5,0.29,0.13,0.13,0.1,0.26,0.18,1458,1458
0.68,0.54,0.45,0.55,0.48,0.3,0.38,0.1,0.48,0.69,0.25,1459,1459
0.66,0.29,0.58,0.47,0.27,0.41,0.4,0.14,0.34,0.68,0.09,1460,1460
0.26,0.3,0.17,0.52,0.32,0.14,0.32,0.02,0.09,0.3,0.11,1461,1461
0.58,0.59,0.67,0.45,0.55,0.28,0.29,0.15,0.13,0.52,0.18,1462,1462
0.3,0.49,0.93,0.86,0.48,0.21,0.4,0.07,0.16,0.31,0.15,1463,1463
0.24,0.42,0.74,0.3,0.42,0.24,0.23,0.0,0.07,0.22,0.11,1464,1464
0.38,0.55,0.53,0.17,0.56,0.2,0.22,0.09,0.09,0.33,0.4,1465,1465
0.29,0.78,0.49,0.59,0.72,0.38,0.48,0.94,0.24,0.31,0.72,1466,1466
0.2,0.55,0.49,0.48,0.51,0.13,0.58,0.35,0.07,0.16,0.32,1467,1467
0.51,0.47,0.76,0.3,0.43,0.46,0.35,0.04,0.39,0.51,0.03,1468,1468
0.78,0.29,0.58,0.32,0.26,0.6,0.17,0.16,0.52,0.7,0.01,1469,1469
0.41,0.64,0.59,0.36,0.67,0.38,0.37,0.13,0.19,0.39,0.34,1470,1470
0.36,0.38,0.64,0.33,0.37,0.32,0.34,0.08,0.29,0.38,0.05,1471,1471
0.33,0.77,0.64,0.39,0.68,0.39,0.22,0.03,0.15,0.34,0.11,1472,1472
0.17,0.42,0.41,0.42,0.33,0.14,0.65,0.53,0.07,0.17,0.31,1473,1473
0.32,0.41,0.56,0.27,0.43,0.33,0.27,0.1,0.12,0.27,0.03,1474,1474
0.25,0.66,0.58,0.39,0.64,0.32,0.35,0.3,0.1,0.22,0.36,1475,1475
0.3,0.66,0.81,0.22,0.54,0.31,0.18,0.1,0.07,0.29,0.25,1476,1476
0.27,0.83,0.15,0.92,0.76,0.07,1.0,1.0,0.02,0.25,1.0,1477,1477
0.2,0.33,0.61,0.66,0.32,0.22,0.36,0.05,0.08,0.2,0.06,1478,1478
0.35,0.64,0.57,0.38,0.54,0.27,0.35,0.1,0.19,0.34,0.17,1479,1479
0.17,0.59,0.74,0.22,0.59,0.22,0.44,0.28,0.08,0.15,0.04,1480,1480
0.49,0.47,0.62,0.47,0.44,0.35,0.45,0.28,0.32,0.46,0.24,1481,1481
0.26,0.48,0.76,0.43,0.51,0.27,0.28,0.08,0.09,0.27,0.09,1482,1482
0.28,0.08,0.39,1.0,0.05,0.16,0.43,0.05,0.22,0.3,0.05,1483,1483
0.49,0.42,0.6,0.37,0.43,0.54,0.29,0.07,0.49,0.45,0.02,1484,1484
0.36,0.53,0.72,0.26,0.48,0.28,0.24,0.0,0.09,0.34,0.11,1485,1485
0.15,0.56,0.6,0.32,0.5,0.22,0.44,0.05,0.09,0.13,0.26,1486,1486
0.76,0.32,0.54,0.47,0.3,0.49,0.09,0.0,0.78,0.74,0.15,1487,1487
0.64,0.64,0.57,0.57,0.58,0.29,0.28,0.0,0.44,0.65,0.2,1488,1488
0.55,0.24,0.68,0.36,0.23,0.44,0.35,0.0,0.36,0.43,0.09,1489,1489
0.1,0.71,0.49,0.48,0.57,0.22,0.58,0.04,0.09,0.08,0.71,1490,1490
0.06,0.45,0.26,0.47,0.32,0.04,0.98,0.81,0.02,0.09,0.22,1491,1491
0.49,0.74,0.58,0.79,0.63,0.16,0.72,0.79,0.37,0.5,0.97,1492,1492
0.16,0.6,0.68,0.26,0.59,0.18,0.61,0.15,0.04,0.13,0.24,1493,1493
0.38,0.47,0.84,0.25,0.4,0.44,0.22,0.02,0.21,0.37,0.11,1494,1494
0.17,0.22,0.56,0.7,0.2,0.24,0.29,0.14,0.09,0.19,0.05,1495,1495
0.64,0.49,0.41,0.37,0.43,0.41,0.28,0.07,0.51,0.63,0.14,1496,1496
0.51,0.36,0.21,0.24,0.26,0.91,0.15,0.02,1.0,0.55,0.04,1497,1497
0.32,0.27,0.51,0.28,0.3,0.3,0.26,0.13,0.14,0.26,0.03,1498,1498
0.65,0.57,0.7,0.6,0.59,0.46,0.24,0.12,0.33,0.6,0.14,1499,1499
0.18,0.6,0.33,0.35,0.6,0.18,0.57,0.26,0.05,0.16,0.3,1500,1500
0.45,0.46,0.62,0.29,0.41,0.31,0.25,0.05,0.11,0.39,0.07,1501,1501
0.2,0.82,0.11,0.33,0.7,0.16,0.67,0.03,0.09,0.21,0.4,1502,1502
0.68,0.83,0.61,0.6,0.76,0.54,0.16,0.34,0.73,0.69,0.16,1503,1503
0.42,0.69,0.27,0.5,0.63,0.2,0.65,0.23,0.22,0.44,0.45,1504,1504
0.32,0.57,0.36,0.15,0.53,0.26,0.48,0.18,0.24,0.3,0.1,1505,1505
0.13,0.36,0.68,0.36,0.38,0.24,0.35,0.1,0.06,0.14,0.05,1506,1506
0.29,0.37,0.42,0.19,0.31,0.15,0.51,0.04,0.08,0.26,0.17,1507,1507
0.18,0.51,0.6,0.85,0.47,0.22,0.48,0.04,0.15,0.18,0.33,1508,1508
0.66,0.17,0.46,0.38,0.13,0.53,0.21,0.07,0.5,0.67,0.04,1509,1509
0.57,0.66,0.52,0.46,0.55,0.38,0.31,0.09,0.5,0.58,0.28,1510,1510
0.17,0.7,0.44,0.59,0.66,0.24,0.45,0.54,0.08,0.17,0.7,1511,1511
0.24,0.37,0.65,0.39,0.36,0.33,0.2,0.06,0.11,0.26,0.03,1512,1512
0.38,0.55,0.19,0.68,0.46,0.38,0.6,0.37,0.5,0.4,0.87,1513,1513
0.3,0.48,0.39,0.2,0.37,0.16,0.49,0.16,0.1,0.28,0.13,1514,1514
1.0,0.13,0.36,0.28,0.07,0.78,0.07,0.0,0.64,0.98,0.03,1515,1515
0.24,0.53,0.39,0.23,0.49,0.15,0.64,0.13,0.08,0.23,0.27,1516,1516
0.17,0.61,0.57,0.44,0.58,0.15,0.76,0.31,0.06,0.12,0.61,1517,1517
0.67,0.37,0.48,0.28,0.33,0.32,0.38,0.03,0.32,0.56,0.1,1518,1518
0.62,0.65,0.61,0.51,0.56,0.33,0.31,0.02,0.46,0.62,0.4,1519,1519
0.58,0.23,0.33,0.34,0.21,0.76,0.09,0.04,0.52,0.61,0.08,1520,1520
0.52,0.26,0.57,0.24,0.19,0.42,0.14,0.0,0.2,0.45,0.03,1521,1521
0.34,0.36,0.63,0.24,0.24,0.6,0.1,0.05,0.27,0.33,0.05,1522,1522
0.13,0.17,0.67,1.0,0.13,0.16,0.2,0.05,0.08,0.18,0.02,1523,1523
0.4,0.87,0.54,0.53,0.85,0.37,0.23,0.06,0.24,0.41,0.22,1524,1524
0.33,0.52,0.66,0.42,0.5,0.3,0.36,0.04,0.13,0.37,0.2,1525,1525
0.17,0.58,0.68,0.43,0.5,0.24,0.41,0.11,0.09,0.18,0.17,1526,1526
0.46,0.31,0.62,0.43,0.28,0.36,0.49,0.15,0.34,0.48,0.15,1527,1527
0.97,0.17,0.44,0.35,0.15,0.56,0.23,0.18,0.6,0.84,0.04,1528,1528
0.1,0.69,0.65,0.26,0.64,0.16,0.45,0.14,0.05,0.1,0.41,1529,1529
0.21,0.4,0.74,0.37,0.42,0.26,0.31,0.08,0.07,0.21,0.06,1530,1530
0.12,0.57,0.43,0.42,0.53,0.12,0.91,0.39,0.07,0.09,0.14,1531,1531
0.63,0.46,0.51,0.36,0.4,0.57,0.2,0.02,0.33,0.6,0.21,1532,1532
0.33,0.56,0.7,0.19,0.59,0.32,0.43,0.03,0.15,0.29,0.23,1533,1533
0.16,0.68,0.4,0.39,0.67,0.15,0.89,0.61,0.02,0.13,0.68,1534,1534
0.56,0.41,0.66,0.4,0.42,0.44,0.39,0.34,0.35,0.59,0.09,1535,1535
0.37,0.97,0.65,0.51,0.98,0.38,0.33,0.05,0.27,0.36,0.28,1536,1536
0.34,0.52,0.29,0.84,0.44,0.23,0.61,0.58,0.27,0.33,0.38,1537,1537
0.45,0.38,0.55,0.08,0.41,0.24,0.34,0.02,0.12,0.4,0.14,1538,1538
0.5,0.22,0.78,0.35,0.24,0.51,0.22,0.17,0.48,0.44,0.03,1539,1539
0.14,0.69,0.38,0.39,0.69,0.17,0.62,0.63,0.07,0.16,0.7,1540,1540
0.3,0.92,0.18,0.17,0.96,0.15,0.89,0.1,0.14,0.25,0.7,1541,1541
0.13,0.93,0.32,0.62,0.94,0.18,0.65,0.37,0.09,0.12,0.35,1542,1542
0.23,0.7,0.52,0.58,0.64,0.21,0.53,0.16,0.12,0.25,0.4,1543,1543
0.57,0.36,0.51,0.35,0.37,0.49,0.24,0.23,0.41,0.54,0.14,1544,1544
0.35,0.34,0.57,0.32,0.32,0.36,0.31,0.05,0.15,0.33,0.02,1545,1545
0.22,0.63,0.56,0.31,0.58,0.28,0.27,0.21,0.14,0.21,0.14,1546,1546
0.44,0.54,0.08,0.27,0.52,0.22,0.61,0.17,0.23,0.42,0.16,1547,1547
0.34,0.42,0.66,0.83,0.41,0.22,0.45,0.06,0.2,0.35,0.2,1548,1548
0.25,0.61,0.19,0.47,0.6,0.13,0.76,0.35,0.18,0.23,0.32,1549,1549
0.75,0.3,0.66,0.49,0.26,0.59,0.27,0.04,0.48,0.72,0.08,1550,1550
0.18,0.38,0.28,0.25,0.34,0.18,0.51,0.23,0.05,0.14,0.31,1551,1551
0.49,0.38,0.11,0.74,0.33,0.1,0.79,0.41,0.37,0.51,0.63,1552,1552
0.09,0.48,0.0,0.43,0.42,0.02,0.85,1.0,0.02,0.07,0.17,1553,1553
0.49,0.41,0.74,0.2,0.33,0.34,0.18,0.05,0.15,0.42,0.04,1554,1554
0.19,0.48,0.64,0.81,0.44,0.22,0.44,0.23,0.13,0.17,0.51,1555,1555
0.19,0.49,0.54,0.19,0.45,0.3,0.28,0.2,0.08,0.17,0.1,1556,1556
0.2,0.6,0.81,0.33,0.59,0.26,0.27,0.13,0.09,0.17,0.11,1557,1557
0.17,0.71,0.56,0.39,0.74,0.19,0.54,1.0,0.08,0.18,0.24,1558,1558
0.34,0.51,0.67,0.31,0.48,0.26,0.34,0.02,0.1,0.3,0.16,1559,1559
0.8,0.26,0.48,0.4,0.25,0.69,0.11,0.25,0.5,0.76,0.07,1560,1560
0.12,0.58,0.66,0.39,0.65,0.2,0.48,0.3,0.02,0.11,0.04,1561,1561
0.39,0.43,0.64,0.21,0.38,0.52,0.1,0.29,0.27,0.37,0.12,1562,1562
0.17,0.59,0.54,0.41,0.58,0.16,0.55,0.28,0.06,0.13,0.39,1563,1563
0.23,0.58,0.66,0.37,0.56,0.17,0.38,0.4,0.08,0.2,0.49,1564,1564
0.28,0.52,0.52,0.32,0.48,0.36,0.28,0.23,0.21,0.24,0.21,1565,1565
0.61,0.34,0.16,0.46,0.31,0.64,0.35,0.03,0.59,0.62,0.05,1566,1566
0.48,0.55,0.22,0.4,0.48,0.22,0.47,0.15,0.29,0.48,0.55,1567,1567
0.67,0.29,0.55,0.59,0.22,0.64,0.13,0.1,0.5,0.64,0.11,1568,1568
0.23,0.48,0.43,0.4,0.42,0.21,0.39,0.18,0.09,0.22,0.47,1569,1569
0.19,0.7,0.62,0.41,0.63,0.16,0.55,0.63,0.08,0.15,0.3,1570,1570
0.43,0.42,0.36,0.44,0.45,0.33,0.29,0.31,0.17,0.38,0.16,1571,1571
0.6,0.49,0.69,0.6,0.44,0.35,0.46,0.38,0.35,0.6,0.1,1572,1572
0.26,0.3,0.32,1.0,0.25,0.14,0.43,0.11,0.12,0.26,0.16,1573,1573
0.88,0.47,0.56,0.37,0.44,0.69,0.11,0.01,0.85,0.9,0.03,1574,1574
0.15,0.46,0.47,0.31,0.47,0.27,0.37,0.18,0.12,0.14,0.23,1575,1575
0.13,0.57,0.49,0.49,0.55,0.19,0.65,0.69,0.04,0.14,0.11,1576,1576
0.51,0.16,0.39,0.68,0.24,0.44,0.03,0.05,0.84,0.55,0.0,1577,1577
0.46,0.24,0.52,0.47,0.22,0.45,0.3,0.08,0.39,0.46,0.03,1578,1578
0.17,0.63,0.09,0.34,0.65,0.13,0.64,0.75,0.03,0.17,0.24,1579,1579
0.18,0.69,0.41,0.49,0.66,0.23,0.58,0.57,0.07,0.17,1.0,1580,1580
0.54,0.73,0.65,0.67,0.72,0.25,0.56,0.73,0.13,0.49,0.71,1581,1581
0.74,0.6,0.65,0.5,0.55,0.61,0.23,0.06,1.0,0.75,0.18,1582,1582
0.18,0.74,0.42,0.31,0.72,0.22,0.48,0.13,0.07,0.15,0.25,1583,1583
0.2,0.79,0.68,0.41,0.77,0.35,0.35,0.1,0.2,0.21,0.25,1584,1584
0.33,0.64,0.63,0.49,0.59,0.4,0.22,0.24,0.2,0.31,0.74,1585,1585
0.21,0.88,0.52,0.78,0.84,0.2,0.7,1.0,0.04,0.21,0.87,1586,1586
0.33,0.49,0.65,0.94,0.5,0.29,0.37,0.79,0.23,0.32,0.49,1587,1587
0.4,0.35,0.46,0.49,0.34,0.35,0.27,0.11,0.21,0.4,0.12,1588,1588
0.12,0.65,0.61,0.48,0.54,0.19,0.57,0.18,0.1,0.08,0.4,1589,1589
0.34,0.28,0.46,0.24,0.22,0.46,0.23,0.09,0.19,0.33,0.05,1590,1590
0.28,0.73,0.54,0.75,0.73,0.23,0.51,0.11,0.12,0.28,0.86,1591,1591
0.24,0.74,0.65,0.31,0.67,0.26,0.41,0.12,0.08,0.22,0.21,1592,1592
0.16,0.69,0.64,0.23,0.77,0.17,0.61,0.1,0.08,0.17,0.09,1593,1593
0.19,0.54,0.22,0.45,0.43,0.15,0.66,0.4,0.1,0.22,0.43,1594,1594
