pers_per_fam,population,pct_speak_engl_only,pct_use_pub_trans,pct_wo_full_plumb,pct_occup_manu,rent_high_q,pct_occup_mgmt_prof,pct_hous_own_occ,age_pct16t24,violent_crimes_per_pop,squirrel_id
0.74,0.08,0.0,0.27,0.57,0.35,0.63,0.44,0.45,0.35,0.37,_1434_
0.22,0.01,0.78,0.1,0.28,0.15,0.87,0.65,0.35,0.18,0.23,_1435_
0.69,0.1,0.11,0.15,1.0,0.71,0.46,0.23,0.14,0.36,0.88,_1436_
0.14,0.0,0.88,0.0,0.21,0.27,0.41,0.36,0.57,0.15,0.45,_1437_
0.45,0.03,0.97,0.07,0.39,0.79,0.13,0.27,0.46,0.3,0.32,_1438_
0.31,0.05,0.87,0.07,0.18,0.24,0.42,0.45,0.16,0.48,0.35,_1439_
0.56,0.01,0.7,0.02,0.26,0.4,0.24,0.29,0.41,0.39,0.14,_1440_
0.44,0.12,0.75,0.69,0.16,0.08,1.0,0.93,0.63,0.42,0.11,_1441_
0.33,0.05,0.95,0.01,0.18,0.64,0.23,0.33,0.54,0.28,0.23,_1442_
0.6,0.0,0.93,0.06,0.24,0.38,0.51,0.46,0.63,0.2,0.09,_1443_
0.4,0.01,0.94,0.03,0.06,0.29,0.36,0.5,0.68,0.25,0.32,_1444_
0.42,0.03,0.97,0.05,0.14,0.65,0.17,0.32,0.41,0.36,0.76,_1445_
0.58,0.05,0.69,0.56,0.24,0.2,0.84,0.72,0.84,0.28,0.06,_1446_
0.4,0.06,0.96,0.05,0.16,0.59,0.21,0.31,0.51,0.3,0.15,_1447_
0.58,0.05,0.52,0.69,0.97,0.43,0.66,0.35,0.14,1.0,0.62,_1448_
0.41,0.02,0.9,0.08,0.09,0.01,0.86,0.94,0.53,0.65,0.06,_1449_
0.43,0.01,0.92,0.04,0.11,0.33,0.31,0.47,0.74,0.26,0.09,_1450_
0.39,0.02,0.44,0.28,0.06,0.22,0.98,0.48,0.57,0.22,0.12,_1451_
0.44,0.01,0.92,0.04,0.26,0.27,0.47,0.51,0.65,0.62,0.01,_1452_
0.46,0.27,0.83,0.22,0.28,0.45,0.31,0.34,0.42,0.33,0.76,_1453_
0.44,0.08,0.7,0.88,0.19,0.1,1.0,0.8,0.62,0.22,0.02,_1454_
0.34,0.04,0.96,0.09,0.14,0.59,0.22,0.23,0.26,0.31,0.26,_1455_
0.68,0.12,0.0,0.33,0.29,0.35,0.63,0.43,0.25,0.38,0.22,_1456_
0.56,0.0,0.84,0.11,0.0,0.2,0.99,0.71,0.92,0.23,0.03,_1457_
0.42,0.14,0.95,0.03,0.13,0.37,0.27,0.38,0.49,0.34,0.18,_1458_
0.76,0.21,0.31,0.17,0.28,0.46,0.82,0.34,0.51,0.37,0.25,_1459_
0.56,0.03,0.76,0.32,0.21,0.27,0.77,0.42,0.66,0.28,0.09,_1460_
0.63,0.02,0.86,0.04,0.38,0.22,0.29,0.29,0.11,0.85,0.11,_1461_
0.6,0.03,0.65,0.08,0.09,0.25,0.58,0.28,0.6,0.33,0.18,_1462_
0.38,0.0,0.83,0.08,0.4,0.16,0.35,0.44,0.44,0.83,0.15,_1463_
0.42,0.01,0.95,0.01,0.25,0.75,0.24,0.24,0.56,0.22,0.11,_1464_
0.33,0.01,0.92,0.01,0.15,0.43,0.33,0.25,0.76,0.2,0.4,_1465_
0.57,1.0,0.62,0.37,0.33,0.39,0.35,0.44,0.3,0.36,0.72,_1466_
0.65,0.01,0.25,0.0,0.76,0.67,0.18,0.23,0.5,0.41,0.32,_1467_
0.4,0.0,0.94,0.02,0.06,0.28,0.59,0.63,0.62,0.21,0.03,_1468_
0.56,0.03,0.83,0.17,0.07,0.17,0.86,0.75,0.79,0.2,0.01,_1469_
0.34,0.18,0.63,0.11,0.18,0.3,0.49,0.37,0.58,0.2,0.34,_1470_
0.53,0.03,0.88,0.04,0.08,0.47,0.44,0.3,0.79,0.24,0.05,_1471_
0.45,0.05,0.79,0.01,0.06,0.33,0.39,0.4,0.32,0.32,0.11,_1472_
0.81,0.06,0.0,0.01,0.6,0.4,0.2,0.4,0.5,0.36,0.31,_1473_
0.53,0.0,0.95,0.01,0.28,0.57,0.27,0.33,0.69,0.27,0.03,_1474_
0.44,0.47,0.89,0.06,0.16,0.36,0.25,0.43,0.5,0.3,0.36,_1475_
0.27,0.0,0.94,0.0,0.0,0.22,0.28,0.51,0.63,0.18,0.25,_1476_
0.9,0.12,0.48,1.0,1.0,0.72,0.29,0.15,0.36,0.42,1.0,_1477_
0.44,0.07,0.92,0.08,0.31,0.37,0.22,0.42,0.48,0.72,0.06,_1478_
0.58,0.06,0.75,0.05,0.07,0.32,0.36,0.41,0.42,0.33,0.17,_1479_
0.35,0.0,0.96,0.02,0.18,0.82,0.14,0.29,0.61,0.22,0.04,_1480_
0.47,0.07,0.81,0.14,0.22,0.37,0.52,0.46,0.5,0.29,0.24,_1481_
0.44,0.01,0.88,0.26,0.49,0.6,0.29,0.27,0.5,0.28,0.09,_1482_
0.3,0.04,0.81,0.36,0.2,0.15,0.33,0.75,0.13,1.0,0.05,_1483_
0.35,0.01,0.87,0.05,0.37,0.3,0.55,0.5,0.63,0.22,0.02,_1484_
0.55,0.0,0.73,0.02,0.0,0.2,0.36,0.48,0.59,0.3,0.11,_1485_
0.41,0.01,0.97,0.01,0.74,0.53,0.13,0.3,0.54,0.27,0.26,_1486_
0.69,0.01,0.37,0.04,0.07,0.2,0.85,0.61,0.7,0.41,0.15,_1487_
0.65,0.02,0.52,0.07,0.07,0.35,0.75,0.38,0.34,0.42,0.2,_1488_
0.58,0.01,0.83,0.02,0.13,0.47,0.58,0.35,0.9,0.3,0.09,_1489_
0.52,0.0,0.98,0.0,0.41,0.69,0.09,0.3,0.54,0.37,0.71,_1490_
1.0,0.02,0.0,0.02,1.0,0.52,0.11,0.27,0.61,0.38,0.22,_1491_
1.0,0.02,0.29,0.47,0.28,0.44,0.56,0.27,0.27,0.43,0.97,_1492_
0.35,0.02,0.97,0.02,0.32,0.69,0.13,0.29,0.63,0.26,0.24,_1493_
0.52,0.03,0.91,0.04,0.16,0.22,0.43,0.58,0.64,0.27,0.11,_1494_
0.39,0.04,0.94,0.02,0.09,0.28,0.19,0.45,0.56,0.91,0.05,_1495_
0.69,0.15,0.68,0.03,0.09,0.3,0.75,0.48,0.65,0.31,0.14,_1496_
0.38,0.02,0.84,0.36,0.34,0.05,0.69,0.98,0.76,0.17,0.04,_1497_
0.48,0.0,0.91,0.02,0.3,0.38,0.29,0.39,0.8,0.26,0.03,_1498_
0.34,0.0,0.82,0.37,0.14,0.14,0.64,0.38,0.46,0.31,0.14,_1499_
0.42,0.03,0.94,0.11,0.28,0.64,0.16,0.18,0.57,0.28,0.3,_1500_
0.53,0.05,0.94,0.09,0.16,0.4,0.42,0.39,0.66,0.3,0.07,_1501_
0.43,0.0,0.87,0.0,0.23,0.6,0.21,0.23,0.38,0.28,0.4,_1502_
0.35,0.04,0.74,0.13,0.12,0.2,0.83,0.56,0.34,0.28,0.16,_1503_
0.75,0.05,0.37,0.03,0.3,0.52,0.46,0.3,0.41,0.4,0.45,_1504_
0.22,0.02,0.92,0.03,0.09,0.3,0.34,0.37,0.68,0.1,0.1,_1505_
0.42,0.04,0.91,0.05,0.13,0.73,0.14,0.31,0.59,0.22,0.05,_1506_
0.6,0.02,0.78,0.01,1.0,0.3,0.27,0.31,0.38,0.49,0.17,_1507_
0.41,0.01,0.94,0.04,0.14,0.69,0.21,0.33,0.24,0.98,0.33,_1508_
0.44,0.01,0.75,0.23,0.16,0.26,0.64,0.56,0.8,0.24,0.04,_1509_
0.56,0.05,0.6,0.16,0.1,0.37,0.64,0.4,0.49,0.34,0.28,_1510_
0.32,0.25,0.95,0.11,0.16,0.41,0.2,0.43,0.38,0.52,0.7,_1511_
0.47,0.07,0.92,0.11,0.11,0.46,0.26,0.46,0.6,0.3,0.03,_1512_
0.59,1.0,0.28,1.0,0.72,0.33,0.53,0.49,0.09,0.31,0.87,_1513_
0.55,0.02,0.81,0.02,0.2,0.39,0.31,0.42,0.3,0.52,0.13,_1514_
0.49,0.0,0.81,0.76,0.06,0.06,1.0,0.91,0.93,0.16,0.03,_1515_
0.51,0.09,0.69,0.01,0.1,0.33,0.26,0.31,0.27,0.61,0.27,_1516_
0.58,0.08,0.96,0.05,0.42,0.53,0.13,0.33,0.54,0.37,0.61,_1517_
0.42,0.01,0.88,0.05,0.23,0.31,0.6,0.31,0.83,0.21,0.1,_1518_
0.51,0.04,0.81,0.16,0.37,0.32,0.71,0.35,0.46,0.44,0.4,_1519_
0.41,0.01,0.84,0.37,0.05,0.17,0.79,0.8,0.73,0.19,0.08,_1520_
0.58,0.0,0.96,0.0,0.21,0.19,0.49,0.49,0.84,0.29,0.03,_1521_
0.41,0.01,0.92,0.11,0.12,0.03,0.39,0.95,0.81,0.18,0.05,_1522_
0.39,0.01,0.93,0.01,0.16,0.42,0.18,0.41,0.36,1.0,0.02,_1523_
0.37,0.04,0.9,0.26,0.22,0.42,0.45,0.39,0.19,0.42,0.22,_1524_
0.36,0.01,0.91,0.47,0.0,0.46,0.4,0.24,0.65,0.25,0.2,_1525_
0.4,0.0,0.97,0.03,0.39,0.61,0.19,0.39,0.44,0.44,0.17,_1526_
0.54,0.05,0.71,0.1,0.06,0.41,0.53,0.45,0.64,0.26,0.15,_1527_
0.67,0.01,0.85,0.07,0.24,0.2,1.0,0.64,0.93,0.27,0.04,_1528_
0.3,0.0,0.97,0.01,0.0,0.89,0.1,0.2,0.49,0.28,0.41,_1529_
0.44,0.06,0.85,0.13,0.37,0.8,0.22,0.27,0.54,0.26,0.06,_1530_
0.65,0.04,0.64,0.02,0.58,0.64,0.1,0.23,0.53,0.32,0.14,_1531_
0.38,0.09,0.75,0.05,0.1,0.11,0.68,0.63,0.68,0.26,0.21,_1532_
0.1,0.01,0.92,0.0,0.13,0.28,0.36,0.39,0.65,0.11,0.23,_1533_
0.56,0.08,0.74,0.06,0.45,0.54,0.14,0.22,0.58,0.26,0.68,_1534_
0.57,0.03,0.82,0.02,0.09,0.35,0.63,0.45,0.74,0.28,0.09,_1535_
0.35,0.2,0.73,0.29,0.37,0.29,0.41,0.38,0.28,0.36,0.28,_1536_
0.56,0.24,0.47,0.43,0.55,0.54,0.38,0.39,0.19,0.59,0.38,_1537_
0.22,0.0,0.91,0.0,0.11,0.38,0.4,0.29,0.81,0.11,0.14,_1538_
0.5,0.01,0.74,0.02,0.09,0.3,0.53,0.5,0.87,0.21,0.03,_1539_
0.45,0.14,0.69,0.06,0.17,0.45,0.17,0.34,0.58,0.29,0.7,_1540_
0.26,0.0,0.93,0.03,0.28,0.43,0.26,0.22,0.59,0.15,0.7,_1541_
0.45,0.06,0.95,0.22,0.61,0.45,0.16,0.34,0.28,0.33,0.35,_1542_
0.47,0.64,0.53,0.24,0.22,0.28,0.27,0.4,0.4,0.46,0.4,_1543_
0.36,0.01,0.9,0.04,0.11,0.26,0.63,0.54,0.84,0.21,0.14,_1544_
0.51,0.01,0.82,0.06,0.1,0.31,0.34,0.46,0.67,0.24,0.02,_1545_
0.32,0.01,0.96,0.0,0.39,0.66,0.23,0.36,0.54,0.27,0.14,_1546_
0.66,0.06,0.78,0.01,0.2,0.5,0.48,0.22,0.7,0.26,0.16,_1547_
0.58,0.06,0.71,0.04,0.2,0.29,0.39,0.42,0.38,0.89,0.2,_1548_
0.88,0.01,0.25,0.04,0.25,0.56,0.24,0.23,0.53,0.38,0.32,_1549_
0.43,0.03,0.88,0.4,0.14,0.14,0.83,0.71,0.6,0.24,0.08,_1550_
0.57,0.0,0.6,0.02,0.36,0.42,0.18,0.28,0.66,0.3,0.31,_1551_
1.0,0.02,0.0,0.27,0.86,1.0,0.57,0.05,0.37,0.55,0.63,_1552_
1.0,0.0,0.0,0.07,1.0,0.66,0.07,0.16,0.63,0.38,0.17,_1553_
0.61,0.02,0.87,0.06,0.15,0.25,0.44,0.51,0.77,0.23,0.04,_1554_
0.44,0.11,0.95,0.03,0.36,0.33,0.19,0.51,0.34,0.81,0.51,_1555_
0.39,0.03,0.95,0.01,0.13,0.32,0.19,0.43,0.65,0.21,0.1,_1556_
0.76,0.0,0.9,0.11,0.0,0.35,0.19,0.32,0.6,0.23,0.11,_1557_
0.54,0.09,0.82,0.16,0.24,0.5,0.2,0.35,0.5,0.38,0.24,_1558_
0.52,0.01,0.98,0.04,0.2,0.5,0.3,0.26,0.76,0.33,0.16,_1559_
0.52,0.01,0.82,0.21,0.08,0.21,0.96,0.66,0.86,0.27,0.07,_1560_
0.36,0.0,0.94,0.02,0.59,0.75,0.1,0.25,0.64,0.23,0.04,_1561_
0.5,0.01,0.95,0.13,0.11,0.17,0.45,0.69,0.76,0.19,0.12,_1562_
0.53,0.02,0.95,0.0,0.57,0.56,0.14,0.35,0.59,0.36,0.39,_1563_
0.71,0.02,0.32,0.0,0.38,0.53,0.21,0.18,0.45,0.34,0.49,_1564_
0.44,0.02,0.96,0.0,0.01,0.34,0.33,0.64,0.6,0.23,0.21,_1565_
0.34,0.02,0.25,1.0,0.14,0.32,0.79,0.52,0.37,0.22,0.05,_1566_
0.85,0.12,0.48,0.03,0.14,0.61,0.51,0.23,0.57,0.33,0.55,_1567_
0.42,0.03,0.74,0.3,0.05,0.13,0.83,0.8,0.68,0.53,0.11,_1568_
0.47,0.11,0.88,0.09,0.18,0.48,0.24,0.35,0.44,0.59,0.47,_1569_
0.63,0.03,0.99,0.01,0.62,0.59,0.17,0.28,0.48,0.34,0.3,_1570_
0.57,0.02,0.93,0.18,0.13,0.48,0.43,0.27,0.75,0.3,0.16,_1571_
0.64,0.01,0.2,0.19,0.48,0.73,0.67,0.21,0.43,0.36,0.1,_1572_
0.4,0.03,0.88,0.18,0.09,0.36,0.28,0.41,0.23,1.0,0.16,_1573_
0.53,0.04,0.8,0.11,0.07,0.1,1.0,0.69,0.64,0.27,0.03,_1574_
0.43,0.01,0.96,0.0,0.41,0.52,0.15,0.46,0.55,0.31,0.23,_1575_
0.39,0.03,0.96,0.1,0.27,0.43,0.15,0.31,0.53,0.34,0.11,_1576_
0.69,0.0,0.83,0.75,0.31,0.14,0.67,1.0,0.34,0.72,0.0,_1577_
0.59,0.02,0.93,0.29,0.12,0.28,0.59,0.56,0.72,0.39,0.03,_1578_
0.76,0.0,0.45,0.01,0.87,0.67,0.16,0.11,0.47,0.34,0.24,_1579_
0.4,0.07,0.92,0.07,0.2,0.67,0.16,0.29,0.49,0.34,1.0,_1580_
0.6,0.01,0.74,0.8,0.7,0.33,0.53,0.23,0.45,0.32,0.71,_1581_
0.39,0.12,0.49,0.38,0.11,0.24,0.92,0.5,0.42,0.23,0.18,_1582_
0.37,0.01,0.97,0.0,0.39,0.36,0.15,0.38,0.46,0.3,0.25,_1583_
0.41,0.02,0.87,0.01,0.28,0.81,0.22,0.36,0.32,0.4,0.25,_1584_
0.44,0.62,0.91,0.25,0.23,0.37,0.35,0.45,0.45,0.32,0.74,_1585_
0.56,0.07,0.82,0.71,0.41,0.45,0.24,0.33,0.28,0.31,0.87,_1586_
0.36,0.15,0.81,0.84,0.26,0.21,0.36,0.53,0.22,0.65,0.49,_1587_
0.52,0.11,0.81,0.85,0.07,0.26,0.44,0.47,0.59,0.26,0.12,_1588_
0.47,0.01,0.96,0.0,0.2,0.64,0.09,0.44,0.47,0.3,0.4,_1589_
0.34,0.0,0.94,0.07,0.0,0.15,0.38,0.62,0.92,0.17,0.05,_1590_
0.26,0.08,0.86,0.19,0.11,0.23,0.31,0.35,0.34,0.55,0.86,_1591_
0.44,0.07,0.93,0.0,0.22,0.37,0.22,0.34,0.55,0.33,0.21,_1592_
0.31,0.0,0.93,0.0,0.21,0.29,0.19,0.39,0.59,0.19,0.09,_1593_
0.84,0.81,0.0,0.17,0.53,0.47,0.25,0.39,0.48,0.4,0.43,_1594_
