id,pct_not_speak_engl_well,rent_low_q,num_immig,pers_per_occup_hous,pct_teen2_par,householdsize,pers_per_own_occ_hous,pct_employ,pct_same_house85,pct_pop_under_pov,violent_crimes_per_pop
1495,0.04,0.17,0.01,0.4,0.67,0.58,0.47,0.49,0.41,0.44,0.05
1496,0.17,0.67,0.08,0.69,0.7,0.62,0.74,0.69,0.29,0.13,0.14
1497,0.06,0.56,0.01,0.45,0.7,0.41,0.5,0.5,0.6,0.05,0.04
1498,0.01,0.27,0.0,0.54,0.87,0.5,0.57,0.48,0.85,0.09,0.03
1499,0.11,0.64,0.0,0.32,0.48,0.28,0.29,0.66,0.42,0.17,0.14
1500,0.03,0.12,0.0,0.38,0.49,0.35,0.4,0.28,0.68,0.44,0.3
1501,0.04,0.38,0.01,0.6,0.74,0.55,0.57,0.71,0.52,0.1,0.07
1502,0.18,0.19,0.0,0.38,0.48,0.4,0.37,0.21,0.41,0.54,0.4
1503,0.19,0.73,0.03,0.32,0.43,0.29,0.37,0.77,0.37,0.14,0.16
1504,0.5,0.44,0.05,0.66,0.56,0.61,0.73,0.5,0.31,0.41,0.45
1505,0.04,0.29,0.01,0.27,0.68,0.26,0.23,0.04,0.43,0.29,0.1
1506,0.1,0.13,0.01,0.34,0.69,0.34,0.41,0.4,0.69,0.27,0.05
1507,0.08,0.25,0.01,0.67,0.6,0.61,0.65,0.65,0.18,0.31,0.17
1508,0.04,0.13,0.0,0.3,0.33,0.47,0.36,0.37,0.31,0.56,0.33
1509,0.09,0.84,0.01,0.49,0.71,0.44,0.56,0.48,0.95,0.03,0.04
1510,0.26,0.62,0.05,0.54,0.59,0.51,0.59,0.61,0.49,0.19,0.28
1511,0.03,0.13,0.02,0.23,0.38,0.29,0.31,0.36,0.48,0.55,0.7
1512,0.07,0.27,0.01,0.42,0.64,0.42,0.5,0.6,0.58,0.18,0.03
1513,0.63,0.33,1.0,0.42,0.28,0.41,0.53,0.38,0.74,0.51,0.87
1514,0.07,0.23,0.01,0.62,0.57,0.56,0.65,0.68,0.05,0.46,0.13
1515,0.07,0.96,0.01,0.59,0.72,0.53,0.57,0.57,0.89,0.02,0.03
1516,0.1,0.22,0.04,0.53,0.62,0.48,0.62,0.59,0.17,0.38,0.27
1517,0.03,0.08,0.0,0.48,0.28,0.48,0.45,0.27,0.61,0.74,0.61
1518,0.04,0.52,0.0,0.45,0.8,0.42,0.4,0.34,0.64,0.19,0.1
1519,0.11,0.67,0.02,0.49,0.55,0.47,0.54,0.69,0.23,0.22,0.4
1520,0.04,0.48,0.01,0.38,0.87,0.34,0.48,0.55,0.86,0.03,0.08
1521,0.01,0.51,0.0,0.7,0.84,0.66,0.66,0.67,0.59,0.06,0.03
1522,0.03,0.31,0.0,0.46,0.63,0.45,0.47,0.61,0.68,0.05,0.05
1523,0.04,0.13,0.0,0.31,0.74,0.55,0.47,0.49,0.2,0.61,0.02
1524,0.07,0.43,0.01,0.31,0.5,0.28,0.4,0.77,0.2,0.22,0.22
1525,0.06,0.37,0.0,0.36,0.66,0.32,0.41,0.58,0.63,0.22,0.2
1526,0.01,0.1,0.0,0.33,0.61,0.37,0.42,0.47,0.51,0.39,0.17
1527,0.18,0.35,0.02,0.51,0.61,0.48,0.58,0.48,0.78,0.18,0.15
1528,0.05,0.66,0.01,0.74,0.92,0.68,0.73,0.72,0.75,0.04,0.04
1529,0.03,0.05,0.0,0.28,0.58,0.29,0.3,0.34,0.51,0.55,0.41
1530,0.14,0.19,0.02,0.38,0.67,0.37,0.45,0.54,0.62,0.24,0.06
1531,0.11,0.04,0.0,0.58,0.33,0.55,0.54,0.24,0.69,0.76,0.14
1532,0.12,0.65,0.06,0.4,0.61,0.37,0.44,0.61,0.35,0.08,0.21
1533,0.03,0.23,0.01,0.16,0.52,0.15,0.12,0.03,0.5,0.36,0.23
1534,0.22,0.05,0.03,0.46,0.4,0.43,0.45,0.19,0.71,0.75,0.68
1535,0.08,0.57,0.01,0.56,0.69,0.52,0.62,0.71,0.71,0.09,0.09
1536,0.21,0.36,0.11,0.27,0.44,0.28,0.33,0.65,0.2,0.3,0.28
1537,0.55,0.25,0.21,0.41,0.21,0.48,0.48,0.35,0.43,0.61,0.38
1538,0.03,0.45,0.0,0.38,0.71,0.34,0.3,0.21,0.21,0.17,0.14
1539,0.07,0.35,0.01,0.55,0.82,0.51,0.57,0.62,0.86,0.06,0.03
1540,0.11,0.11,0.01,0.4,0.45,0.4,0.41,0.23,0.62,0.57,0.7
1541,0.01,0.23,0.0,0.27,0.68,0.24,0.18,0.0,0.36,0.59,0.7
1542,0.03,0.04,0.0,0.27,0.0,0.29,0.27,0.16,0.52,0.89,0.35
1543,0.27,0.24,0.29,0.36,0.45,0.35,0.42,0.43,0.37,0.53,0.4
1544,0.03,0.49,0.01,0.4,0.74,0.4,0.39,0.5,0.77,0.07,0.14
1545,0.09,0.34,0.01,0.48,0.83,0.49,0.59,0.48,0.65,0.08,0.02
1546,0.02,0.19,0.0,0.34,0.54,0.33,0.34,0.42,0.6,0.29,0.14
1547,0.14,0.44,0.02,0.71,0.63,0.65,0.66,0.3,0.3,0.32,0.16
1548,0.12,0.35,0.01,0.54,0.53,0.71,0.61,0.55,0.19,0.45,0.2
1549,0.53,0.13,0.01,0.81,0.47,0.77,0.8,0.35,0.39,0.75,0.32
1550,0.06,0.61,0.01,0.4,0.83,0.38,0.52,0.71,0.71,0.07,0.08
1551,0.22,0.11,0.0,0.51,0.59,0.5,0.48,0.35,0.55,0.49,0.31
1552,1.0,0.46,0.06,1.0,0.55,1.0,1.0,0.41,0.59,0.56,0.63
1553,0.94,0.01,0.0,1.0,0.53,0.93,0.93,0.12,0.84,0.99,0.17
1554,0.08,0.43,0.0,0.69,0.73,0.64,0.67,0.81,0.21,0.08,0.04
1555,0.03,0.11,0.01,0.32,0.35,0.43,0.42,0.28,0.43,0.71,0.51
1556,0.04,0.13,0.0,0.35,0.76,0.34,0.35,0.46,0.59,0.28,0.1
1557,0.08,0.15,0.0,0.66,0.79,0.65,0.71,0.7,0.26,0.23,0.11
1558,0.11,0.13,0.02,0.44,0.59,0.43,0.48,0.41,0.54,0.44,0.24
1559,0.02,0.31,0.0,0.58,0.62,0.53,0.56,0.63,0.66,0.13,0.16
1560,0.04,0.8,0.01,0.57,0.74,0.53,0.58,0.68,0.8,0.04,0.07
1561,0.05,0.1,0.0,0.31,0.49,0.38,0.34,0.29,0.6,0.33,0.04
1562,0.03,0.4,0.0,0.57,0.74,0.52,0.58,0.73,0.42,0.09,0.12
1563,0.07,0.07,0.0,0.45,0.47,0.49,0.37,0.26,0.59,0.68,0.39
1564,0.5,0.19,0.01,0.65,0.57,0.6,0.6,0.56,0.53,0.57,0.49
1565,0.03,0.14,0.0,0.39,0.46,0.39,0.39,0.39,0.47,0.41,0.21
1566,0.48,0.57,0.04,0.3,0.65,0.27,0.34,0.48,0.66,0.11,0.05
1567,0.41,0.51,0.1,0.85,0.58,0.79,0.85,0.54,0.2,0.29,0.55
1568,0.09,0.66,0.02,0.44,0.76,0.53,0.47,0.61,0.5,0.08,0.11
1569,0.04,0.2,0.02,0.51,0.6,0.6,0.52,0.62,0.27,0.35,0.47
1570,0.01,0.08,0.0,0.59,0.32,0.55,0.58,0.45,0.55,0.61,0.3
1571,0.03,0.42,0.0,0.55,0.67,0.53,0.6,0.56,0.76,0.12,0.16
1572,0.98,0.56,0.03,0.62,0.56,0.58,0.63,0.65,0.57,0.19,0.1
1573,0.04,0.27,0.01,0.38,0.35,0.76,0.49,0.39,0.15,0.73,0.16
1574,0.1,0.95,0.02,0.54,0.78,0.49,0.64,0.87,0.32,0.03,0.03
1575,0.02,0.08,0.0,0.38,0.53,0.38,0.43,0.43,0.56,0.38,0.23
1576,0.03,0.1,0.0,0.32,0.4,0.34,0.4,0.35,0.65,0.45,0.11
1577,0.01,0.52,0.0,0.81,0.91,1.0,0.66,0.95,0.13,0.09,0.0
1578,0.04,0.38,0.0,0.6,0.77,0.61,0.68,0.65,0.59,0.05,0.03
1579,0.42,0.16,0.01,0.68,0.59,0.62,0.66,0.41,0.46,0.64,0.24
1580,0.04,0.15,0.01,0.32,0.48,0.36,0.37,0.28,0.55,0.47,1.0
1581,0.17,0.45,0.01,0.49,0.1,0.47,0.55,0.53,0.55,0.31,0.71
1582,0.44,0.77,0.14,0.32,0.68,0.31,0.35,0.63,0.52,0.15,0.18
1583,0.01,0.12,0.0,0.31,0.24,0.3,0.27,0.29,0.55,0.56,0.25
1584,0.2,0.17,0.01,0.36,0.59,0.35,0.35,0.56,0.41,0.39,0.25
1585,0.07,0.27,0.1,0.37,0.45,0.35,0.43,0.68,0.44,0.28,0.74
1586,0.15,0.16,0.01,0.34,0.04,0.32,0.38,0.42,0.56,0.72,0.87
1587,0.08,0.31,0.05,0.21,0.19,0.31,0.33,0.44,0.41,0.48,0.49
1588,0.16,0.44,0.05,0.39,0.69,0.35,0.52,0.52,0.74,0.17,0.12
1589,0.03,0.02,0.0,0.41,0.25,0.42,0.39,0.32,0.64,0.78,0.4
1590,0.06,0.38,0.0,0.4,0.83,0.35,0.38,0.48,0.91,0.07,0.05
1591,0.06,0.25,0.03,0.18,0.0,0.23,0.2,0.26,0.36,0.6,0.86
1592,0.04,0.22,0.01,0.42,0.52,0.39,0.42,0.54,0.53,0.29,0.21
1593,0.02,0.13,0.0,0.27,0.71,0.36,0.27,0.11,0.46,0.5,0.09
1594,0.95,0.17,0.81,0.78,0.55,0.73,0.82,0.36,0.56,0.67,0.43
